id_actividad;Nombre_Actividad;Descripcion_Actividad;Responsable_Principal
684;TALLER PREPARACION DE VINAGRE;Actividad formativa en la que los participantes aprenden el proceso artesanal para elaborar vinagre, desde la selección de ingredientes hasta su fermentación y envasado. El taller promueve saberes tradicionales, el aprovechamiento de recursos y el emprendimiento productivo, fortaleciendo la economía familiar y el intercambio de conocimientos en comunidad.;FLOR VARGAS - MARTHA TRIANA
685;TALLER PREPARACION DE VINAGRE;Actividad formativa en la que los participantes aprenden el proceso artesanal para elaborar vinagre, desde la selección de ingredientes hasta su fermentación y envasado. El taller promueve saberes tradicionales, el aprovechamiento de recursos y el emprendimiento productivo, fortaleciendo la economía familiar y el intercambio de conocimientos en comunidad;FLOR VARGAS - MARTHA TRIANA
686;COMPARTIR DIA DEL ADULTO MAYOR LOS DOS PARQUES;Actividad dirigida a los adultos mayores del sector, en la que se comparte un refrigerio en un ambiente de cordialidad y cercanía, acompañado de un coloquio participativo donde se abordan temas de interés para esta población, fomentando el diálogo, la integración comunitaria y el fortalecimiento de vínculos afectivos.;FLOR VARGAS - MARTHA TRIANA
687;RUMBA AEROBICA;Se realizará una jornada de rumba aeróbica, que promoverá la actividad física, la integración comunitaria y el disfrute del espacio público en un ambiente de energía y bienestar.;ERIKA ACOSTA Y WILLIAM WILCHES
688;ENTRENAMIENTO DE FUTBOL;Se realizará un entrenamiento de fútbol dirigido a niños y jóvenes, que fortalecerá sus habilidades técnicas, el trabajo en equipo y los valores de respeto y disciplina, promoviendo el uso positivo del espacio público y la integración comunitaria.;ERIKA PAOLA ACOSTA Y WILLIAM WILCHES
689;ENTRENAMIENTO NOCTURNO ATLETISMO;Se promoverán hábitos saludables, se fomentará la apropiación de los espacios públicos y se impulsará el reconocimiento de la localidad a través de la práctica deportiva;ERIKA ACOSTA
690;Belleza confiable;Se realizará el Taller de Belleza Básica, en el cual los participantes aprenderán técnicas de manicura, pedicura, corte y barbería, depilación y masajes, que fortalecerán sus conocimientos y brindarán herramientas para el cuidado personal y el desarrollo de habilidades prácticas.;Gloria Becerra - Diana Bilbao
691;TALLER DE MANUALIDADES;Se desarrollará el Taller de Manualidades, en el cual los participantes fortalecerán la motricidad fina, aprenderán a convivir respetuosamente, estimularán su creatividad y fomentarán la creación de unidades productivas a través de iniciativas de emprendimiento;ANA GARCIA-DANILO LOPEZ
692;TALLER DE BELLEZA BASICA;Se realizará el Taller de Belleza Básica, en el cual los participantes aprenderán técnicas de manicura, pedicura, corte y barbería, depilación y masajes, que fortalecerán sus conocimientos y brindarán herramientas para el cuidado personal y el desarrollo de habilidades prácticas;ANA GARCIA-DANILO LOPEZ,GLORIA BECERRA
693;TALLER DE FISIOTERAPIA;Se desarrollará el Taller de Fisioterapia, en el cual los participantes realizarán ejercicios prácticos y actividades de movilidad que permitirán fortalecer la salud física, prevenirán dolencias y mejorarán su bienestar integral;ANA GARCIA-DANILO LOPEZ - SUB RED CENTRO ORIENTE
694;ACTIVIDAD FISICA;Se llevó a cabo una jornada de actividad física con la comunidad, promoviendo hábitos de vida saludables, el fortalecimiento de la salud mental y la integración social.;ANA GARCIA-DANILO LOPEZ
695;PREPARACION ACEITE DE BEBE;Se desarrolló el Taller de Elaboración de Aceite para Bebé, en el que los participantes aprendieron técnicas naturales de preparación y cuidado, fomentando el bienestar y la protección infantil.;FLOR VARGAS-MARTHA TRIANA
696;PREPARACION ACEITE DE BEBE;Se desarrolló el Taller de Elaboración de Aceite para Bebé, en el que los participantes aprendieron técnicas naturales de preparación y cuidado, fomentando el bienestar y la protección infantil.;FLOR VARGAS -MARTHA TRIANA
697;TALLER TRAPILLO  2;Se desarrollará el Taller de Trapillo II, en el que los participantes aprenderán nuevas técnicas de tejido, fortalecerán su creatividad y fomentarán habilidades que podrán proyectarse en iniciativas de emprendimiento.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
698;REUNION  SOCIALIZACION COMUNIDAD JAC;Se realizará la Reunión de Socialización con la comunidad y la Junta de Acción Comunal (JAC), en la que se presentarán las propuestas de trabajo, se escucharán las inquietudes de los asistentes y se fortalecerá la participación comunitaria en los procesos locales.;JAVIER E VARGAS/ INGRID PINZON
699;DIAGNOSTICO PARQUE ;"DIAGNOSTICO PARQUE 
";JAVIER E VARGAS/ INGRID PINZON
700;RUMBA AEROBICA;Se realizará una jornada de rumba aeróbica, que promoverá la actividad física, la integración comunitaria y el disfrute del espacio público en un ambiente de energía y bienestar.;ERIKA PAOLA ACOSTA
701;ENTRENAMIENTO DE FUTBOLL;Se realizará un entrenamiento de fútbol dirigido a niños y jóvenes, que fortalecerá sus habilidades técnicas, el trabajo en equipo y los valores de respeto y disciplina, promoviendo el uso positivo del espacio público y la integración comunitaria.;WILLIAM WILCHES
702;Taller de Bisuteria;Se realizará el Taller de Bisutería, en el que los participantes aprenderán técnicas para la elaboración de accesorios, fortalecerán su creatividad y desarrollarán habilidades que podrán proyectarse en iniciativas de emprendimiento.;Gloria Becerra - Diana Bilbao
703;FISIOTERAPIA;Se desarrolló el Taller de Fisioterapia en articulación con la Subred Centro Oriente, donde se trabajó con bandas elásticas en las extremidades y se practicó masaje de manos, favoreciendo la movilidad, la relajación y el bienestar físico de los participantes.;ANA GARCIA-DANILO LOPEZ
704;TALLER RECICLAJE 2;Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
705;TALLER ACTIVIDAD FISICA;Se desarrollará el Taller de Actividad Física, en el que los participantes realizarán ejercicios de movilidad y coordinación, fortalecerán sus hábitos saludables y promoverán la integración comunitaria.;JAVIER E VARGAS/ INGRID PINZON
706;TALLER MANUALIDADES ;Se desarrollará el Taller de Manualidades, en el que los participantes fortalecerán la motricidad fina, practicarán la convivencia respetuosa, estimularán su creatividad y fomentarán la creación de unidades productivas mediante iniciativas de emprendimiento.;MILENA RENGIFO-FERNANDO RAMOS
707;TALLER  DANZAS;Se realizará el Taller de Danzas, en el que los participantes aprenderán técnicas de expresión corporal, fortalecerán la integración comunitaria y promoverán la preservación cultural.;MILENA RENGIFO-FERNANDO RAMOS
708;EMBELLECIMIENTO JARDINERIA Y PARQUE       ;EMBELLECIMIENTO JARDINERIA Y PARQUE   ; LINA RUIZ - ALEJANDRO HERRERA 
709;ENTRENAMIENTO NOCTURNO ATLETISMO;Se promoverán hábitos saludables, se fomentará la apropiación de los espacios públicos y se impulsará el reconocimiento de la localidad a través de la práctica deportiva.;ERIKA ACOSTA
710;TALLER BISUTERIA ELABORACION ARETES;Se realizó el Taller de Bisutería, en el que los participantes elaboraron aretes, complementado con una jornada de actividad física orientada al fortalecimiento de hábitos saludables y el bienestar comunitario.; FLOR VARGAS-MARTHA TRIANA
711;TALLER BISUTERIA ELABORACION ARETES;Se realizará el Taller de Bisutería, en el que los participantes aprenderán técnicas para la elaboración de accesorios, fortalecerán su creatividad y desarrollarán habilidades que podrán proyectarse en iniciativas de emprendimiento.; FLOR VARGAS-MARTHA TRIANA
712;TALLER TRAPILLO 3;Se desarrollará el Taller de Trapillo III, en el que los participantes aprenderán nuevas técnicas de tejido, fortalecerán su creatividad y fomentarán habilidades que podrán proyectarse en iniciativas de emprendimiento.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
713;PQR RADICADOS GESTIONES INSTITUCIONALES;Se brindará apoyo a la comunidad en la radicación de PQR y gestiones institucionales, con el fin de orientar los trámites, fortalecer la participación ciudadana y garantizar respuestas oportunas a sus necesidades;FERNANDO RAMOS
714;ENTRENAMIENTO DE FUTBOLL;Se realizará un entrenamiento de fútbol dirigido a niños y jóvenes, que fortalecerá sus habilidades técnicas, el trabajo en equipo y los valores de respeto y disciplina, promoviendo el uso positivo del espacio público y la integración comunitaria.;ERIKA ACOSTA Y WILLIAM WILCHES
715;Taller reciclaje;Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;Diana Bilbao
716;TALLER DE FISIOTERAPIA;Se desarrolló el Taller de Fisioterapia en articulación con la Subred Centro Oriente, donde se trabajó con bandas elásticas en las extremidades y se practicó masaje de manos, favoreciendo la movilidad, la relajación y el bienestar físico de los participantes.;ANA GARCIA-DANILO LOPEZ
717;TALLER DE MANUALIDADES;Se desarrollará el Taller de Manualidades, en el cual los participantes fortalecerán la motricidad fina, aprenderán a convivir respetuosamente, estimularán su creatividad y fomentarán la creación de unidades productivas a través de iniciativas de emprendimiento.;ANA GARCIA-DANILO LOPEZ
718;TALLER RECICLAJE 3 - JARRONES  FLORES;Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
719;CIERRE Y COMPARTIR - ENTREVISTAS;Se llevará a cabo el Cierre y Compartir, acompañado de entrevistas a los participantes, con el fin de rescatar sus experiencias, fortalecer la integración comunitaria y visibilizar los logros alcanzados en el proceso.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
720;INSCRIPCION ACTIVIDADES Y PERIFONEO;"INSCRIPCION ACTIVIDADES Y PERIFONEO
";JAVIER E VARGAS/ INGRID PINZON
721;TALLER DE MANUALIDADES ;Se desarrollará el Taller de Manualidades, en el cual los participantes fortalecerán la motricidad fina, aprenderán a convivir respetuosamente, estimularán su creatividad y fomentarán la creación de unidades productivas a través de iniciativas de emprendimiento.;FERNANDO RAMOS-MILENA RENGIFO 
722;DANZA FOLKLORICA;Se desarrollará un taller de danza folclórica, que fortalecerá la identidad cultural, la integración comunitaria y el disfrute del espacio público a través de la música y el baile tradicional.;ERIKA PAOLA ACOSTA
723;ENTRENAMIENTO BALONCESTO;Se llevará a cabo el Entrenamiento de Baloncesto, en el que los participantes practicarán técnicas y fundamentos del deporte, fortalecerán el trabajo en equipo y promoverán hábitos de vida saludables.;ANA GARCIA 
724;ACTIVIDAD FISICA, TALLER BISUTERIA;Se llevarán a cabo el Taller de Actividad Física y el Taller de Bisutería, en los cuales los participantes fortalecerán sus hábitos saludables mediante el ejercicio y desarrollarán habilidades creativas a través de la elaboración de accesorios, fomentando al mismo tiempo la integración comunitaria y el emprendimiento.;FLOR VARGAS - MARTHA TRIANA
725;TALLER ACTIVIDAD FISICA;"TALLER ACTIVIDAD FISICA
";JAVIER E VARGAS/ INGRID PINZON
726;TALLER DE FISIOTERAPIA;Se desarrollará el Taller de Fisioterapia, en el cual los participantes realizarán ejercicios prácticos y actividades de movilidad que permitirán fortalecer la salud física, prevenirán dolencias y mejorarán su bienestar integral.;ANA GARCIA-DANILO LOPEZ
727;TALLER DE BELLEZA BASICA;Se realizará el Taller de Belleza Básica, en el cual los participantes aprenderán técnicas de manicura, pedicura, corte y barbería, depilación y masajes, que fortalecerán sus conocimientos y brindarán herramientas para el cuidado personal y el desarrollo de habilidades prácticas.;ANA GARCIA-DANILO LOPEZ,GLORIA BECERRA
728;ACTIVIDAD FISICA;Se realizará una jornada de actividad física con la comunidad, en la que se fortalecerá la salud física y emocional mediante ejercicios de movilidad articular, rumba aeróbica y estiramientos. La actividad promoverá la integración social y el buen uso del espacio público en coherencia con la misión del Área de Territorio Confiable.;ANA GARCIA-DANILO LOPEZ
729;"""ACTIVIDAD TALLER DINAMICAS DE EQUIPO TRANSMISIÓN PARTIDO COLOMBIA""";Se realizará un entrenamiento de fútbol dirigido a niños y jóvenes, que fortalecerá sus habilidades técnicas, el trabajo en equipo y los valores de respeto y disciplina, promoviendo el uso positivo del espacio público y la integración comunitaria.;ERIKA PAOLA ACOSTA Y WILLIAM WILCHES
730;ELABORACION PERFUMES;Se realizará el Taller de Elaboración de Perfumes, en el que los participantes aprenderán técnicas de creación artesanal, fomentarán unidades productivas y desarrollarán iniciativas de emprendimiento que contribuirán a mejorar la economía del hogar.;FLOR VARGAS - MARTHA TRIANA
731;TALLER RECICLAJE 1;Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
732;TALLER RECICLAJE 4;Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
733;TALLER MANUALIDADES ;Se desarrollará el Taller de Manualidades, en el que los participantes fortalecerán la motricidad fina, practicarán la convivencia respetuosa, estimularán su creatividad y fomentarán la creación de unidades productivas mediante iniciativas de emprendimiento;MILENA RENGIFO-FERNANDO RAMOS
734; TALLER DANZAS;Se realizará el Taller de Danzas, en el que los participantes aprenderán técnicas de expresión corporal, fortalecerán la integración comunitaria y promoverán la preservación cultural.;MILENA RENGIFO-FERNANDO RAMOS
735;TALLER DE  BISUTERIA Y RECICLAJE;"TALLER DE  BISUTERIA Y RECICLAJE
"; LINA RUIZ - ALEJANDRO HERRERA 
736;TALLER  VASIJAS QUE INSPIRAN ;Se realizará el Taller “Vasijas que Inspiran”, dirigido a fortalecer la salud mental de los participantes, promoviendo la asertividad en la expresión de emociones y el desarrollo de herramientas para canalizarlas adecuadamente, con el fin de prevenir estados de ansiedad o depresión y favorecer el bienestar integral.;LINA RUIZ - ALEJANDRO HERRERA  - LUCELLY CURIEL 
737;TALLER JUEGOS TRADICIONALES;Se realizará el Taller de Juegos Tradicionales, en el que los participantes rescatarán prácticas culturales, fortalecerán la integración comunitaria y promoverán valores de convivencia a través del juego.;ANA GARCIA-DANILO LOPEZ
738;MUÑECOS DE PASTO;Se desarrollará el Taller de Elaboración de Muñecos de Pasto, en el que los participantes estimularán su creatividad, fortalecerán la conciencia ambiental y aprenderán técnicas lúdicas que promoverán el cuidado de la naturaleza.;FLOR VARGAS - MARTHA TRIANA
739;TALLER RECICLAJE 2;Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;KATERIN RODRIGUEZ 
740;PQR RADICADOS GESTIONES INSTITUCIONALES;Se brindará apoyo a la comunidad en la radicación de PQR y gestiones institucionales, con el fin de orientar los trámites, fortalecer la participación ciudadana y garantizar respuestas oportunas a sus necesidades.;FERNANDO RAMOS
741; TALLER  RECICLAJE O BISUTERIA;" TALLER  RECICLAJE O BISUTERIA
"; LINA RUIZ - ALEJANDRO HERRERA 
742;TALLER RECICLAJE 5;Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;YEIMY RODRIGUEZ / LINA RUIZ
743;TALLERES DANZA CONTEMPORANEA ;Se realizarán los Talleres de Danza Contemporánea, en los que los participantes explorarán el movimiento corporal, fortalecerán su expresión artística y promoverán la integración cultural y comunitaria.;JAVIER E VARGAS/ INGRID PINZON
744;ENTRENAMIENTO BALONCESTO;Se desarrollará un entrenamiento de baloncesto con la comunidad, que fortalecerá las habilidades técnicas, el trabajo en equipo y la disciplina deportiva, promoviendo la integración y el buen uso del espacio públi;ANA GARCIA
745;ENTRENAMIENTO NOCTURNO ATLETISMO;"
Se promoverán hábitos saludables, se fomentará la apropiación de los espacios públicos y se impulsará el reconocimiento de la localidad a través de la práctica deportiva.";ERIKA ACOSTA
746;PREPARACION VINAGRE;Se realizará el Taller de Preparación de Vinagre Casero, en el que los participantes aprenderán técnicas artesanales de elaboración, fomentarán el aprovechamiento de productos naturales y desarrollarán alternativas saludables y sostenibles para el hogar.;FLOR VARGAS - MARTHA TRIANA
747;TALLER RECICLAJE 3;Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
748;TALLER DE FISIOTERAPIA;En articulación con la Subred Centro Oriente se realizará un taller de fisioterapia que buscará mejorar la calidad de vida, disminuir el dolor y apoyar al grupo focal, promoviendo el cuidado de la salud y el bienestar comunitario.;ANA GARCIA-DANILO LOPEZ
749;BISUTERIA 1;Se realizó el Taller de Bisutería, en el que los participantes elaboraron aretes, complementado con una jornada de actividad física orientada al fortalecimiento de hábitos saludables y el bienestar comunitario.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
750;COMPARTIR AMOR Y AMISTAD;"COMPARTIR AMOR Y AMISTAD
";MILENA RENGIFO-FERNANDO RAMOS
751;COMPARTIR AMOR Y AMISTAD;"COMPARTIR AMOR Y AMISTAD
";FERNANDO RAMOS
752;TALLER DE  BISUTERIA Y RECICLAJE;Se desarrollará el Taller de Bisutería y Reciclaje, en el cual los participantes aprenderán técnicas creativas para la elaboración de accesorios con materiales reutilizados, fortalecerán la motricidad fina, estimularán la creatividad y promoverán el cuidado del medio ambiente mediante el aprovechamiento de recursos reciclables.; LINA RUIZ - ALEJANDRO HERRERA 
753;TALLER SE SIEMBRA SEMBRANDO AMOR;Se desarrollará el Taller “Sembrando Amor”, orientado a la siembra de plantas y el cuidado del entorno natural, incorporando un enfoque en salud mental, que busca el manejo adecuado de las emociones, la asertividad en su expresión y la canalización positiva para fortalecer el bienestar individual y comunitario.;LINA RUIZ - ALEJANDRO HERRERA  - LUCELLY CURIEL 
754;JARDIN APRENDIENDO A JUGAR;actividad “Aprendiendo a Jugar” con los niños del jardín, fomentando el aprendizaje a través del juego, la integración y el fortalecimiento de valores en un ambiente lúdico y participativo.;ANA GARCIA-DANILO LOPEZ
755;TALLER BISUTERIA ELABORACION ARETES;Se realizó el Taller de Bisutería, en el que los participantes elaboraron aretes, complementado con una jornada de actividad física orientada al fortalecimiento de hábitos saludables y el bienestar comunitario.;FLOR VARGAS - MARTHA TRIANA
756;TALLER RECICLAJE 4 (COMPARTIR AMOR Y AMISTAD);Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
757; TALLER DE  BISUTERÍA Y RECICLAJE;Se desarrollará el Taller de Bisutería y Reciclaje, en el cual los participantes aprenderán técnicas creativas para la elaboración de accesorios con materiales reutilizados, fortalecerán la motricidad fina, estimularán la creatividad y promoverán el cuidado del medio ambiente mediante el aprovechamiento de recursos reciclables.; LINA RUIZ - ALEJANDRO HERRERA 
758;EMBELLECIMIENTO JARDIN ;Se realizará la jornada de Embellecimiento del Jardín, en la que los participantes adelantarán labores de adecuación, limpieza y ornamentación, fortaleciendo el sentido de pertenencia y el cuidado de los espacios comunitarios.;FLOR VARGAS - MARTHA TRIANA
759;BISUTERIA 2 (COMPARTIR AMOR Y AMISTAD);Se realizó el Taller de Bisutería, en el que los participantes elaboraron aretes, complementado con una jornada de actividad física orientada al fortalecimiento de hábitos saludables y el bienestar comunitario.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
760;TALLER  BISUTERIA;Se realizará el Taller de Bisutería, en el que los participantes aprenderán técnicas para la elaboración de accesorios, fortaleciendo la creatividad, la concentración y la motricidad fina, al tiempo que se fomentará la convivencia y la proyección hacia iniciativas productivas.;LINA RUIZ - ALEJANDRO HERRERA  - LUCELLY CURIEL 
761;MODA SOSTENIBLE;Se realizará el evento “Moda Sostenible”, orientado a darle una segunda oportunidad a la ropa de segunda mano, juguetes y zapatos, fomentando el consumo responsable, la reutilización y el cuidado del medio ambiente, al tiempo que se fortalece la conciencia comunitaria en torno a la sostenibilidad.;TERRITORIO CONFIABLE 
762;ACTIVIDAD FISICA, TALLER BISUTERIA;"ACTIVIDAD FISICA, TALLER BISUTERIA
";FLOR VARGAS - MARTHA TRIANA
763;ELABORACION PORTA GAFAS;Se realizará el Taller de Bisutería, en el que los participantes aprenderán técnicas para la elaboración de accesorios, fortalecerán su creatividad y desarrollarán habilidades que podrán proyectarse en iniciativas de emprendimiento.;FLOR VARGAS - MARTHA TRIANA
764;ELABORACION PORTA GAFAS;Se realizó el Taller de Bisutería, en el que los participantes elaboraron aretes, complementado con una jornada de actividad física orientada al fortalecimiento de hábitos saludables y el bienestar comunitario.;FLOR VARGAS - MARTHA TRIANA
765;ENTRENAMIENTO DE FUTBOLL;"
Se realizará un entrenamiento de fútbol dirigido a niños y jóvenes, que fortalecerá sus habilidades técnicas, el trabajo en equipo y los valores de respeto y disciplina, promoviendo el uso positivo del espacio público y la integración comunitaria.";WILLIAM WILCHES
766;TALLER DANZAS;Se realizará el Taller de Danzas, en el que los participantes aprenderán técnicas de expresión corporal, fortalecerán la integración comunitaria y promoverán la preservación cultural.;MILENA RENGIFO-FERNANDO RAMOS
767;TALLER  RECICLAJE O BISUTERIA;Se desarrollará el Taller de Bisutería y Reciclaje, en el cual los participantes aprenderán técnicas creativas para la elaboración de accesorios con materiales reutilizados, fortalecerán la motricidad fina, estimularán la creatividad y promoverán el cuidado del medio ambiente mediante el aprovechamiento de recursos reciclables.; LINA RUIZ - ALEJANDRO HERRERA 
768;TALLER  RECICLAJE O BISUTERÍA                                    ;Se desarrollará el Taller de Bisutería y Reciclaje, en el cual los participantes aprenderán técnicas creativas para la elaboración de accesorios con materiales reutilizados, fortalecerán la motricidad fina, estimularán la creatividad y promoverán el cuidado del medio ambiente mediante el aprovechamiento de recursos reciclables.;LINA RUIZ - ALEJANDRO HERRERA  - LUCELLY CURIEL 
769;TARDE DE TEATRO;La comunidad tendrá un acercamiento al teatro a través de una presentación artística, y posteriormente se realizará un foro sobre los valores y la manera en que podemos aportar a la sociedad, fomentando el diálogo y la reflexión colectiva.;ANA GARCIA-DANILO LOPEZ
770;Belleza confiable;Se realizará el Taller de Belleza Básica, en el cual los participantes aprenderán técnicas de manicura, pedicura, corte y barbería, depilación y masajes, que fortalecerán sus conocimientos y brindarán herramientas para el cuidado personal y el desarrollo de habilidades prácticas;Gloria Becerra - Diana Bilbao
771;ELABORACION ARBOL NAVIDEÑO;Se llevará a cabo el Taller de Elaboración de Árbol Navideño con material reciclado, en el que los participantes aprenderán a reutilizar elementos, fortalecerán su creatividad y promoverán prácticas sostenibles en la época decembrina.;FLOR VARGAS - MARTHA TRIANA
772;PQR RADICADOS ;Se brindará apoyo a la comunidad en la radicación de PQR y gestiones institucionales, con el fin de orientar los trámites, fortalecer la participación ciudadana y garantizar respuestas oportunas a sus necesidades.;FERNANDO RAMOS
773;TARDE DE TEATRO;La comunidad tendrá un acercamiento al teatro a través de una presentación artística, y posteriormente se realizará un foro sobre los valores y la manera en que podemos aportar a la sociedad, fomentando el diálogo y la reflexión colectiva.;ANA GARCIA -DANILO LOPEZ
774;ENTRENAMIENTO DE FUTBOL (COMPARTIR AMOR Y AMISTAD);Se realizará un entrenamiento de fútbol dirigido a niños y jóvenes, que fortalecerá sus habilidades técnicas, el trabajo en equipo y los valores de respeto y disciplina, promoviendo el uso positivo del espacio público y la integración comunitaria.;ERIKA ACOSTA Y WILLIAM WILCHES
775;BISUTERÍA 3;Se realizó el Taller de Bisutería, en el que los participantes elaboraron aretes, complementado con una jornada de actividad física orientada al fortalecimiento de hábitos saludables y el bienestar comunitario.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
776;TALLER DE  BISUTERIA Y RECICLAJE;Se desarrollará el Taller de Bisutería y Reciclaje, en el cual los participantes aprenderán técnicas creativas para la elaboración de accesorios con materiales reutilizados, fortalecerán la motricidad fina, estimularán la creatividad y promoverán el cuidado del medio ambiente mediante el aprovechamiento de recursos reciclables.;LINA RUIZ - ALEJANDRO HERRERA  - LUCELLY CURIEL 
777;CAMPEONATO BALONCESTO;Se realizará un campeonato de baloncesto con la comunidad, que fomentará la integración, el trabajo en equipo y la sana competencia, promoviendo el uso adecuado del espacio público y el fortalecimiento de valores deportivos.;ANA GARCIA 
778;Belleza confiable (caompartir de amor y amistad);Se realizará el Taller de Belleza Básica, en el cual los participantes aprenderán técnicas de manicura, pedicura, corte y barbería, depilación y masajes, que fortalecerán sus conocimientos y brindarán herramientas para el cuidado personal y el desarrollo de habilidades prácticas.;Se realizará el Taller de Belleza Básica, en el cual los participantes aprenderán técnicas de manicura, pedicura, corte y barbería, depilación y masajes, que fortalecerán sus conocimientos y brindarán herramientas para el cuidado personal y el desarrollo de habilidades prácticas.
779;ELABORACION DE MATERAS;Se realizará el Taller de Elaboración de Materas con Arcilla, en el que los participantes aprenderán técnicas artesanales, desarrollarán su creatividad y fomentarán el aprovechamiento de materiales naturales para la decoración y el cuidado de plantas.;FLOR VARGAS - MARTHA TRIANA
780;TALLER RECICLAJE 5;Se desarrollará el Taller de Reciclaje, en el que los participantes aprenderán a reutilizar materiales, fomentarán el cuidado del medio ambiente y fortalecerán la conciencia comunitaria hacia prácticas sostenibles.;YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
781;taller de Danzas;Se realizará un ensayo para la puesta en escena, en el cual se trabajará la marcación de pasos, la coordinación grupal y el manejo de atuendos, fortaleciendo la expresión corporal y la preparación para la presentación artística.;FERNANDO RAMOS -  MILENA RENGIFO
782;Taller de Manualidades;Se desarrollará un espacio creativo donde los participantes elaborarán elementos decorativos utilizando materiales reciclables y técnicas sencillas, promoviendo la motricidad fina, la creatividad y la apropiación de saberes prácticos útiles para el hogar y el emprendimiento.;FERNANDO RAMOS -MILENA RENGIFO
783;RUMBA AEROBICA;"Se llevará a cabo una jornada de rumba aeróbica con ejercicios de coordinación, resistencia y ritmo, promoviendo hábitos de vida saludables, el disfrute del espacio público y la integración comunitaria, en el marco de las acciones del área de Territorio Confiable.
";ERIKA ACOSTA Y WILLIAM WILCHES
784;ENTRENAMIENTO DE FUTBOL;"Se llevará a cabo una sesión de entrenamiento dirigida a niños y jóvenes, enfocada en el desarrollo técnico, táctico y físico, fortaleciendo valores como la disciplina, el respeto y el trabajo en equipo, en el marco de las acciones del área de Territorio Confiable.
";ERIKA ACOSTA Y WILLIAM WILCHES
785;TALLER RECICLAJE ;"Se llevará a cabo un taller práctico donde los participantes aprenderán a reutilizar botellas plásticas para crear elementos decorativos y funcionales, promoviendo la conciencia ambiental y el aprovechamiento responsable de los residuos, en el marco de las acciones del área de Territorio Confiable.
";YEIMY RODRIGUEZ /KATERIN RODRIGUEZ
786;TALLER  BISUTERIA  # 3;"Se realizará un espacio de aprendizaje creativo en el que los participantes elaborarán accesorios personalizados, fortaleciendo sus habilidades manuales y fomentando el emprendimiento a través del arte, en el marco de las acciones del área de Territorio Confiable.
";LINA RUIZ - ALEJANDRO HERRERA                     
787;TALLERES ACTIVIDAD FISICA;Se realizan talleres de actividad física en articulación con el Área de Deportes de la Alcaldía Local de San Cristóbal, promoviendo hábitos de vida saludables, el fortalecimiento corporal y la apropiación del espacio público a través del movimiento y la participación comunitaria;JAVIER E VARGAS/ INGRID PINZON
788;Apoyo toma de PQRS ;"Se brindará acompañamiento a la comunidad en el diligenciamiento y radicación de Peticiones, Quejas, Reclamos y Sugerencias (PQRS), orientando sobre los procedimientos adecuados para garantizar una atención oportuna y efectiva por parte de las entidades competentes.
";FERNANDO RAMOS 
789;ELABORACION VELA NAVIDEÑA;Se llevará a cabo un taller práctico en el que los participantes aprenderán el proceso de elaboración y decoración de velas navideñas, fomentando la creatividad, el trabajo manual y el espíritu festivo, mientras se promueve la apropiación de saberes artesanales y comunitarios.;FLOR VARGAS - MARTHA TRIANA
